Gene Symbol,-2_diff,-1_diff,0_diff,1_diff,2_diff
C19orf44,0.0,2.21,-19.92,17.94,-0.25
C19orf45,0.0,2.12,-19.31,18.41,-1.23
C19orf46,0.0,-33.39,4.59,29.06,-0.26
C19orf47,-0.2,-33.94,7.63,26.77,-0.26
C19orf48,-1.42,-32.28,10.22,23.68,-0.2
C19orf51,-2.77,-35.5,12.03,26.06,0.17
C19orf52,0.17,1.65,-19.67,18.72,-0.88
C19orf53,-0.2,1.7,-19.84,18.8,-0.46
C19orf54,0.17,-33.5,7.53,26.43,-0.64
C19orf55,0.0,-33.39,4.97,28.86,-0.44
C19orf57,0.0,1.7,-20.04,18.97,-0.64
C19orf59,0.0,1.81,-19.33,18.95,-1.42
C19orf6,0.34,1.53,-19.59,19.66,-1.96
C19orf60,0.0,2.07,-20.8,19.12,-0.39
C19orf63,-1.4,-32.83,9.5,24.54,0.17
C19orf66,0.0,1.65,-19.48,18.72,-0.9
C19orf69,0.17,-34.11,8.51,26.23,-0.81
C19orf70,0.17,1.76,-18.97,18.26,-1.23
C19orf71,0.17,1.34,-19.61,19.36,-1.27
C19orf73,-0.78,-31.57,8.68,23.68,0.0
C19orf75,-1.44,-32.36,10.17,23.82,-0.2
C19orf76,-0.98,-32.14,9.07,23.7,0.34
C19orf77,0.17,1.34,-19.97,19.73,-1.27
C19orf79,0.0,2.32,-19.5,18.44,-1.24
C19orf80,0.0,1.65,-19.7,18.72,-0.68
C19orf81,-1.4,-32.65,9.33,24.54,0.17
C1D,0.0,4.11,-6.38,2.27,0.0
C1GALT1,-0.39,-0.09,-56.05,56.58,-0.05
C1QA,0.17,-26.92,17.02,9.41,0.32
C1QB,0.17,-26.92,17.02,9.41,0.32
C1QBP,0.17,11.96,-14.53,2.42,-0.03
C1QC,0.17,-26.92,17.02,9.41,0.32
C1QL1,0.17,4.92,-12.02,6.93,0.0
C1QL2,0.0,3.23,-5.66,2.44,0.0
C1QL3,-0.2,65.96,-56.77,-8.16,-0.83
C1QL4,-0.81,0.37,-5.8,6.1,0.14
C1QTNF1,0.0,5.75,-10.56,5.82,-1.0
C1QTNF2,-0.22,-1.95,-3.14,5.7,-0.39
C1QTNF3,0.17,0.58,-6.46,6.1,-0.39
C1QTNF3-AMACR,0.17,0.58,-6.46,6.1,-0.39
C1QTNF4,0.17,7.35,-3.64,-3.68,-0.2
C1QTNF5,0.0,11.15,1.84,-11.0,-2.01
C1QTNF6,0.0,22.08,-23.06,1.17,-0.2
C1QTNF7,0.0,-0.66,-2.63,3.3,0.0
C1QTNF8,0.17,10.59,-14.55,3.65,0.14
C1QTNF9,-0.83,9.65,-11.46,2.83,-0.2
C1QTNF9B,-0.83,10.37,-11.6,2.46,-0.39
C1QTNF9B-AS1,-0.83,10.37,-11.6,2.46,-0.39
C1R,0.0,5.14,-3.71,0.64,-2.08
C1RL,0.0,5.31,-3.89,0.64,-2.08
C1S,0.0,5.14,-3.71,0.64,-2.08
C1orf100,-0.42,-1.36,-9.02,9.44,1.35
C1orf101,-0.42,-1.38,-9.18,9.44,1.52
C1orf105,0.0,0.06,-9.77,9.55,0.17
C1orf106,0.0,-0.26,-9.65,9.77,0.14
C1orf109,-0.2,-30.81,19.48,11.18,0.34
C1orf110,0.0,-0.29,-8.65,9.13,-0.2
C1orf111,0.0,-0.09,-9.04,9.33,-0.2
C1orf112,0.0,0.06,-9.6,9.55,0.0
C1orf114,0.0,-0.12,-9.6,9.72,0.0
C1orf115,0.17,2.13,-10.52,8.05,0.17
C1orf116,0.0,0.6,-10.51,9.39,0.52
C1orf122,-0.2,-30.81,19.82,10.83,0.34
C1orf123,0.0,-31.2,20.71,10.49,0.0
C1orf124,-0.2,0.92,-10.0,8.92,0.34
C1orf126,0.17,-28.32,15.38,12.43,0.34
C1orf127,-0.2,-25.02,14.14,10.22,0.86
C1orf129,0.0,0.23,-9.95,9.72,0.0
C1orf130,0.0,-27.02,17.05,9.8,0.17
C1orf131,-0.2,0.92,-10.0,8.92,0.34
C1orf133,0.34,1.22,-10.64,8.73,0.34
C1orf135,0.0,-28.25,17.93,10.15,0.17
C1orf140,0.34,2.13,-10.69,8.05,0.17
C1orf141,0.17,-32.4,21.41,10.83,-0.03
C1orf144,0.0,-28.46,16.38,11.91,0.17
C1orf146,0.0,-29.48,19.06,10.62,-0.2
C1orf150,-0.09,-1.48,-8.73,10.16,0.14
C1orf151-NBL1,0.17,-27.59,17.41,9.83,0.17
C1orf158,-0.2,-26.6,14.88,11.57,0.34
C1orf159,-0.64,-22.84,11.91,11.08,0.49
C1orf162,-0.2,-30.81,20.41,10.59,0.0
C1orf168,0.0,-32.06,21.05,11.01,0.0
C1orf170,-0.64,-22.84,11.91,11.08,0.49
C1orf172,0.0,-28.81,18.32,10.32,0.17
C1orf173,0.0,-31.39,20.56,10.83,0.0
C1orf174,-0.61,-21.24,11.3,10.39,0.17
C1orf177,0.0,-32.2,21.54,10.66,0.0
C1orf180,-0.2,-29.97,19.4,10.79,-0.03
C1orf182,0.0,-0.07,-9.44,9.62,-0.12
C1orf185,0.13,-30.92,20.31,10.49,0.0
C1orf186,0.0,0.78,-11.03,9.57,0.69
C1orf187,-0.2,-25.96,14.41,11.22,0.52
C1orf189,0.0,-0.24,-9.4,9.5,0.14
C1orf192,0.0,0.26,-9.23,9.18,-0.2
C1orf194,-0.2,-31.67,21.12,10.93,-0.2
C1orf198,0.0,1.27,-11.23,9.61,0.34
C1orf200,0.14,-20.66,10.45,9.71,0.34
C1orf201,0.0,-27.04,17.07,9.8,0.17
C1orf204,0.0,0.45,-9.92,9.5,-0.03
C1orf21,0.0,-0.36,-10.07,10.45,-0.03
C1orf210,0.0,-32.01,21.02,10.63,0.34
C1orf212,0.0,-30.34,18.82,11.18,0.34
C1orf213,0.17,-27.09,16.75,9.83,0.34
C1orf216,0.0,-29.8,18.28,11.18,0.34
C1orf220,0.0,-0.13,-9.04,9.18,0.0
C1orf226,0.0,-0.09,-9.04,9.33,-0.2
C1orf227,0.17,1.88,-10.78,8.56,0.17
C1orf228,0.0,-32.18,21.37,10.66,0.14
C1orf229,-0.26,-1.28,-8.56,9.77,0.34
C1orf233,-0.64,-22.84,11.91,11.08,0.49
C1orf27,0.0,-0.41,-9.14,9.74,-0.2
C1orf31,-0.39,-0.01,-8.92,9.15,0.17
C1orf35,-0.2,1.42,-9.78,8.22,0.34
C1orf38,0.0,-27.81,17.49,10.15,0.17
C1orf43,0.0,-0.24,-9.4,9.5,0.14
C1orf49,0.0,-0.13,-9.23,9.38,0.0
C1orf50,0.0,-31.84,20.83,10.83,0.17
C1orf51,0.0,-0.24,-9.23,9.33,0.14
C1orf52,0.0,-30.14,19.72,10.62,-0.2
C1orf53,0.0,-0.08,-10.03,10.11,0.0
C1orf54,0.0,-0.24,-9.23,9.33,0.14
C1orf55,-0.2,1.81,-10.2,8.24,0.34
C1orf56,0.0,-0.41,-9.4,9.5,0.32
C1orf61,0.0,-0.07,-8.89,9.27,-0.31
C1orf63,0.0,-27.9,17.93,9.8,0.17
C1orf64,0.0,-28.29,16.24,11.72,0.34
C1orf65,-0.2,2.28,-10.3,7.88,0.34
C1orf68,0.0,-0.07,-8.89,8.81,0.14
C1orf74,0.17,1.07,-10.47,8.91,0.32
C1orf85,0.0,-0.07,-9.44,9.62,-0.12
C1orf86,-0.64,-22.84,11.91,11.08,0.49
C1orf87,0.17,-32.06,20.88,11.01,0.0
C1orf88,-0.2,-30.98,20.77,10.4,0.0
C1orf9,0.0,0.06,-9.77,9.72,0.0
C1orf94,-0.2,-29.62,17.96,11.52,0.34
C1orf95,-0.2,1.81,-10.17,8.41,0.14
C1orf96,-0.2,2.3,-11.03,8.58,0.34
C1orf98,0.0,-0.08,-9.68,9.77,0.0
C2,0.0,7.92,-10.41,2.68,-0.2
C20orf11,0.0,3.3,-32.37,28.94,0.13
C20orf111,0.0,2.5,-31.55,29.05,0.0
C20orf112,0.0,2.36,-32.26,29.91,0.0
C20orf118,0.0,2.33,-31.85,29.33,0.17
C20orf123,-0.2,2.11,-30.6,28.33,0.34
C20orf132,0.0,2.33,-31.68,29.33,0.0
C20orf141,0.0,1.69,-31.35,30.05,-0.39
C20orf144,0.0,2.7,-32.41,29.56,0.14
C20orf151,0.0,2.97,-32.04,29.12,-0.05
C20orf152,0.0,2.33,-31.85,29.33,0.17
C20orf160,0.0,2.36,-32.77,30.25,0.17
C20orf166,0.0,2.97,-32.04,28.94,0.13
C20orf166-AS1,0.0,2.97,-32.04,28.94,0.13
C20orf173,0.0,2.16,-31.33,28.99,0.17
C20orf194,0.0,1.55,-31.01,29.68,-0.22
C20orf195,-0.39,2.51,-31.19,28.99,0.08
C20orf196,-0.2,1.72,-30.84,29.71,-0.39
C20orf197,-0.2,2.46,-31.01,28.63,0.13
C20orf20,0.0,3.3,-32.02,28.6,0.13
C20orf201,-0.39,2.51,-31.19,28.99,0.08
C20orf202,-0.2,1.82,-31.81,30.39,-0.22
C20orf203,0.0,2.36,-32.26,29.91,0.0
C20orf24,0.0,2.33,-32.02,29.51,0.17
C20orf26,-0.59,1.85,-30.18,29.14,-0.22
C20orf27,0.0,1.55,-31.01,29.68,-0.22
C20orf29,0.0,1.55,-31.18,29.68,-0.05
C20orf3,-0.39,1.65,-30.99,29.39,0.34
C20orf30,0.0,1.72,-31.04,29.71,-0.39
C20orf4,0.0,2.33,-32.02,29.33,0.34
C20orf43,0.0,2.11,-30.91,28.63,0.17
C20orf54,-0.2,1.82,-31.81,30.39,-0.22
C20orf7,0.0,0.96,-30.5,29.73,-0.2
C20orf72,-0.2,2.02,-31.73,30.1,-0.2
C20orf79,-0.39,2.02,-30.79,29.36,-0.2
C20orf85,0.0,2.28,-30.71,27.74,0.69
C20orf94,0.0,1.69,-31.21,29.73,-0.22
C20orf96,-0.2,1.63,-31.43,30.42,-0.42
C21orf119,-0.39,0.45,-6.9,6.84,0.0
C21orf128,0.0,2.38,-8.85,6.47,0.0
C21orf15,0.13,1.43,-7.61,5.72,0.34
C21orf2,-0.03,2.53,-8.79,6.47,-0.2
C21orf33,-0.2,2.55,-8.44,6.47,-0.39
C21orf37,-0.03,0.71,-6.73,5.54,0.49
C21orf49,-0.39,0.46,-6.91,6.67,0.17
C21orf54,-0.39,0.66,-6.72,6.84,-0.39
C21orf56,-0.03,2.63,-8.68,6.08,0.0
C21orf58,-0.03,2.29,-8.34,6.08,0.0
C21orf59,-0.39,0.27,-6.72,6.5,0.34
C21orf62,-0.2,0.46,-7.11,6.84,0.0
C21orf63,-0.39,0.45,-7.07,6.67,0.34
C21orf67,0.17,2.51,-8.76,6.3,-0.22
C21orf7,0.0,0.42,-7.6,7.18,0.0
C21orf88,0.0,0.46,-6.77,6.5,-0.2
C21orf90,0.17,2.7,-8.98,6.3,-0.2
C21orf91,-0.03,0.37,-6.56,5.72,0.49
C21orf91-OT1,-0.03,0.37,-6.56,5.72,0.49
C22orf13,0.0,20.34,-21.48,1.73,-0.59
C22orf15,0.0,19.62,-21.14,1.9,-0.39
C22orf23,0.0,21.91,-22.35,0.83,-0.39
C22orf24,0.17,23.28,-24.23,1.0,-0.22
C22orf25,0.34,19.48,-22.04,2.28,-0.05
C22orf26,-0.09,21.82,-22.15,0.63,-0.2
C22orf28,0.0,23.23,-24.03,1.19,-0.39
C22orf29,0.34,19.48,-22.04,2.28,-0.05
C22orf31,0.17,21.51,-22.64,1.14,-0.2
C22orf32,-0.25,21.55,-21.71,0.8,-0.39
C22orf33,0.0,22.42,-23.06,0.83,-0.2
C22orf34,1.08,21.79,-22.28,-0.38,-0.22
C22orf39,0.34,19.48,-22.04,2.28,-0.05
C22orf40,0.1,21.43,-22.15,0.83,-0.2
C22orf42,0.0,23.28,-24.26,1.19,-0.22
C22orf43,0.0,19.45,-21.14,2.28,-0.59
C22orf45,0.0,19.97,-21.11,1.73,-0.59
C22orf46,-0.22,21.57,-22.1,1.34,-0.59
C2CD2,0.0,2.21,-8.68,6.47,0.0
C2CD2L,0.0,11.15,1.67,-10.83,-2.01
C2CD3,0.0,13.32,-5.81,-7.48,-0.03
C2CD4A,0.34,8.38,-11.39,2.66,0.0
C2CD4B,0.34,8.38,-11.39,2.66,0.0
C2CD4C,0.52,1.17,-19.59,19.83,-1.93
C2CD4D,0.0,-0.24,-9.06,9.16,0.14
C2orf15,0.0,2.86,-5.66,2.63,0.17
C2orf16,0.0,3.25,-5.82,2.39,0.17
C2orf18,0.0,2.69,-5.45,2.59,0.17
C2orf27A,0.0,3.18,-5.61,2.27,0.17
C2orf27B,0.0,3.18,-5.61,2.44,0.0
C2orf28,0.0,3.06,-5.62,2.59,-0.03
C2orf29,0.17,3.4,-6.0,2.46,-0.03
C2orf40,0.0,3.74,-6.2,2.29,0.17
C2orf42,0.0,3.42,-5.86,2.27,0.17
C2orf43,-0.03,1.44,-4.45,2.54,0.49
C2orf44,0.14,2.3,-4.79,2.37,-0.03
C2orf47,0.17,1.81,-4.79,2.8,0.0
C2orf48,-0.2,1.42,-3.89,2.0,0.66
C2orf49,0.0,3.57,-6.2,2.46,0.17
C2orf50,-0.2,1.61,-3.71,2.0,0.3
C2orf51,0.0,2.81,-5.25,2.44,0.0
C2orf53,0.0,2.69,-5.45,2.59,0.17
C2orf54,-3.59,-0.5,1.07,3.22,-0.2
C2orf55,0.0,2.86,-5.83,2.8,0.17
C2orf56,0.17,2.17,-4.57,2.21,0.0
C2orf57,-1.98,0.46,-1.12,2.63,0.0
C2orf61,0.0,2.03,-4.2,2.56,-0.39
C2orf62,-0.03,1.22,-3.84,2.66,-0.03
C2orf63,0.0,2.05,-4.81,2.96,-0.2
C2orf65,0.0,2.76,-5.38,2.61,0.0
C2orf66,0.17,1.61,-4.79,3.0,0.0
C2orf67,0.17,1.98,-4.79,2.63,0.0
C2orf68,0.0,2.64,-6.08,2.76,0.69
C2orf69,0.17,1.81,-4.79,2.8,0.0
C2orf70,0.0,2.69,-5.45,2.59,0.17
C2orf71,0.0,3.08,-5.82,2.56,0.17
C2orf72,-1.59,0.32,-1.36,2.63,0.0
C2orf73,0.0,2.05,-4.63,2.59,0.0
C2orf74,0.0,2.42,-4.49,1.9,0.17
C2orf76,0.0,3.4,-5.83,2.44,0.0
C2orf77,0.17,2.17,-5.32,2.63,0.34
C2orf78,0.0,2.76,-5.38,2.61,0.0
C2orf80,0.17,2.0,-4.98,2.8,0.0
C2orf81,0.0,2.76,-5.38,2.61,0.0
C2orf82,-3.22,1.95,-1.4,2.68,0.0
C2orf83,-1.0,0.76,-2.22,2.29,0.17
C2orf84,0.14,2.3,-4.96,2.54,-0.03
C2orf88,0.17,1.98,-4.98,2.83,0.0
C2orf89,0.0,2.81,-6.11,2.96,0.34
C3,0.0,1.93,-18.25,17.72,-1.4
C3AR1,0.0,5.81,-4.3,0.3,-1.81
C3P1,0.17,1.65,-19.83,19.07,-1.07
C3orf14,-0.39,1.15,-8.23,7.66,-0.2
C3orf15,-0.59,3.36,-11.69,8.91,0.0
C3orf17,-0.78,1.52,-10.2,9.11,0.34
C3orf18,-0.98,1.01,-7.16,7.13,0.0
C3orf19,0.17,1.71,-7.2,5.73,-0.42
C3orf20,0.17,1.71,-7.2,5.73,-0.42
C3orf22,-0.59,2.82,-11.46,9.24,0.0
C3orf23,-0.59,1.23,-7.97,7.15,0.17
C3orf24,0.17,1.17,-6.78,5.71,-0.26
C3orf25,-0.59,2.99,-11.81,9.41,0.0
C3orf26,-0.98,0.71,-8.84,9.31,-0.2
C3orf27,-0.59,2.97,-11.62,9.06,0.17
C3orf30,-0.59,2.82,-11.32,8.91,0.17
C3orf32,0.17,1.02,-6.3,5.71,-0.61
C3orf33,-0.2,0.93,-11.52,10.44,0.34
C3orf35,-0.2,0.81,-6.83,6.41,-0.2
C3orf36,-0.2,2.5,-11.69,9.21,0.17
C3orf37,-0.59,2.99,-11.62,9.21,0.0
C3orf38,-0.2,1.49,-9.7,8.4,0.0
C3orf39,-0.42,1.43,-8.48,7.13,0.34
C3orf43,-1.4,1.6,-10.85,10.36,0.27
C3orf45,-0.98,1.04,-7.16,7.1,0.0
C3orf49,-0.39,0.93,-8.01,7.66,-0.2
C3orf51,-0.59,1.06,-7.8,7.35,-0.03
C3orf52,-0.78,1.52,-9.48,8.77,-0.03
C3orf55,-0.2,0.93,-11.12,10.07,0.32
C3orf58,0.0,1.64,-12.27,10.46,0.17
C3orf62,-0.98,1.6,-8.27,7.83,-0.2
C3orf64,-0.2,1.15,-8.28,7.52,-0.2
C3orf65,-0.2,1.64,-14.83,12.06,1.33
C3orf67,-0.39,1.06,-7.99,7.52,-0.2
C3orf70,0.0,0.24,-14.29,12.38,1.67
C3orf71,-0.98,1.43,-7.55,7.3,-0.2
C3orf72,0.0,1.47,-11.93,10.11,0.34
C3orf74,-0.98,0.84,-7.89,8.03,0.0
C3orf75,-0.98,0.81,-7.68,7.66,0.17
C3orf77,-0.59,1.23,-7.77,6.96,0.17
C3orf78,-0.98,1.01,-7.69,7.86,-0.2
C3orf79,0.17,0.96,-12.08,10.8,0.14
C3orf80,-0.2,0.39,-10.95,10.24,0.52
C4A,0.0,7.92,-10.41,2.68,-0.2
C4B,0.0,7.92,-10.41,2.68,-0.2
C4BPA,0.0,0.21,-9.95,9.22,0.52
C4BPB,0.0,0.21,-9.95,9.22,0.52
C4orf10,0.0,0.34,-2.85,2.71,-0.2
C4orf11,-0.22,-6.86,3.64,3.47,-0.03
C4orf17,-0.22,-7.97,4.52,3.32,0.34
C4orf19,-0.03,-2.29,-1.35,3.66,0.0
C4orf21,-0.03,-9.9,6.47,3.1,0.34
C4orf22,-0.59,-6.66,3.79,3.49,-0.03
C4orf26,-0.2,-7.58,4.5,3.1,0.17
C4orf27,-2.25,-9.67,8.28,3.64,0.0
C4orf29,-1.2,-7.79,5.13,3.86,0.0
C4orf3,-0.42,-9.34,5.94,3.66,0.14
C4orf32,-0.03,-9.38,5.94,3.3,0.17
C4orf33,-1.2,-7.96,5.3,3.86,0.0
C4orf34,0.0,-1.77,-2.07,3.66,0.17
C4orf36,-0.2,-7.4,4.5,2.93,0.17
C4orf37,0.32,-7.97,3.98,3.32,0.34
C4orf38,-2.66,-7.75,6.22,4.2,0.0
C4orf39,-2.22,-9.67,8.05,3.83,0.0
C4orf40,-0.61,-6.77,3.91,3.3,0.17
C4orf42,0.47,0.65,-3.32,2.2,0.0
C4orf43,-2.02,-10.55,8.91,3.66,0.0
C4orf44,0.0,0.17,-2.63,2.86,-0.39
C4orf45,-1.81,-10.89,8.87,3.83,0.0
C4orf46,-1.62,-11.06,8.85,3.83,0.0
C4orf47,-2.61,-8.31,6.56,4.37,0.0
C4orf48,-0.2,0.51,-3.86,3.37,0.17
C4orf49,-1.62,-10.02,6.2,5.42,0.0
C4orf51,-1.62,-10.43,7.84,4.2,0.0
C4orf52,0.17,-2.31,-1.16,3.32,-0.03
C4orf6,0.17,-0.01,-3.1,2.93,0.0
C5,0.0,2.42,-11.13,8.56,0.14
C5AR1,-0.78,-31.74,9.19,23.16,0.17
C5orf15,0.0,-0.39,-4.55,5.13,-0.2
C5orf20,0.0,-0.39,-4.75,5.33,-0.2
C5orf22,0.0,0.96,-6.46,5.54,-0.03
C5orf24,0.17,-0.56,-4.75,5.33,-0.2
C5orf25,-0.22,-0.79,-4.95,6.36,-0.39
C5orf27,0.34,-0.49,-5.48,5.82,-0.2
C5orf28,0.34,1.39,-7.66,6.12,-0.2
C5orf30,0.0,0.64,-5.53,4.89,0.0
C5orf32,0.0,-0.39,-5.22,5.99,-0.39
C5orf34,0.34,1.39,-7.66,6.12,-0.2
C5orf35,0.17,0.8,-7.15,6.16,0.0
C5orf38,-0.07,0.58,-6.74,6.63,-0.39
C5orf39,0.17,1.02,-7.32,6.32,-0.2
C5orf4,-0.03,-1.38,-3.92,5.53,-0.2
C5orf41,-0.39,-1.53,-4.03,6.73,-0.78
C5orf42,0.17,0.78,-7.03,6.1,-0.03
C5orf43,0.17,1.49,-7.85,6.19,0.0
C5orf44,0.0,1.66,-8.02,6.36,0.0
C5orf45,-0.22,-0.97,-4.9,6.51,-0.42
C5orf46,0.0,-0.7,-4.97,5.7,-0.03
C5orf47,-0.39,-1.41,-4.88,7.08,-0.39
C5orf48,0.17,-1.12,-4.55,5.5,0.0
C5orf49,-0.05,-0.16,-6.03,6.29,-0.05
C5orf51,-0.2,1.19,-7.29,6.49,-0.2
C5orf52,-0.03,-1.21,-4.07,5.7,-0.39
C5orf54,-0.22,-1.95,-3.14,5.7,-0.39
C5orf55,0.47,-0.5,-6.48,6.76,-0.25
C5orf56,0.17,-0.39,-5.07,5.47,-0.2
C5orf58,-0.05,-2.32,-3.44,6.39,-0.59
C5orf60,-0.05,-1.51,-4.73,6.51,-0.22
C5orf62,0.17,-0.7,-4.41,5.13,-0.2
C5orf63,0.17,-1.12,-4.38,5.33,0.0
C5orf64,0.34,1.32,-7.66,5.99,0.0
C5orf65,0.0,-0.58,-4.7,5.47,-0.2
C6,-0.2,1.02,-7.1,6.46,-0.2
C6orf1,0.0,8.01,-10.68,3.07,-0.42
C6orf10,0.0,7.92,-10.41,2.68,-0.2
C6orf106,0.0,8.01,-11.02,3.24,-0.25
C6orf108,0.0,8.87,-12.08,3.07,0.13
C6orf115,-0.22,13.43,-16.02,2.8,0.0
C6orf118,0.1,13.48,-16.3,2.93,-0.2
C6orf120,-0.07,11.78,-15.91,3.86,0.34
C6orf123,-0.07,12.62,-15.86,3.32,0.0
C6orf130,0.0,8.31,-10.82,2.73,-0.22
C6orf132,0.0,8.34,-11.88,3.61,-0.07
C6orf136,0.0,8.24,-10.75,2.71,-0.2
C6orf141,0.0,9.89,-12.39,3.1,-0.59
C6orf147,0.17,10.96,-14.28,3.14,0.0
C6orf15,0.0,7.89,-10.41,2.71,-0.2
C6orf162,0.0,10.91,-13.69,2.78,0.0
C6orf163,0.0,11.08,-13.87,2.78,0.0
C6orf164,0.0,11.07,-13.67,2.61,0.0
C6orf165,0.0,11.07,-13.67,2.61,0.0
C6orf170,0.0,12.62,-15.39,2.78,0.0
C6orf174,-0.2,12.97,-15.74,2.97,0.0
C6orf186,0.0,11.39,-14.17,2.61,0.17
C6orf191,-0.39,12.97,-15.55,2.97,0.0
C6orf192,-0.2,13.11,-15.89,2.97,0.0
C6orf195,-0.44,6.56,-8.53,2.44,-0.03
C6orf201,-0.59,6.63,-8.8,2.79,-0.03
C6orf203,0.0,11.46,-14.73,3.14,0.13
C6orf208,-0.07,11.95,-16.42,3.86,0.69
C6orf211,-0.25,11.61,-13.97,2.61,0.0
C6orf221,0.0,11.13,-14.47,3.34,0.0
C6orf222,0.0,8.36,-10.68,2.73,-0.42
C6orf223,0.0,8.51,-12.94,3.78,0.64
C6orf225,0.17,11.71,-14.81,2.93,0.0
C6orf226,0.0,8.68,-11.88,3.24,-0.05
C6orf228,-0.59,7.36,-8.87,2.49,-0.39
C6orf25,0.0,7.92,-10.41,2.68,-0.2
C6orf47,0.0,7.92,-10.41,2.68,-0.2
C6orf48,0.0,7.92,-10.41,2.68,-0.2
C6orf52,-0.59,7.19,-8.7,2.49,-0.39
C6orf57,0.0,9.64,-13.32,3.52,0.17
C6orf58,-0.2,12.98,-15.77,2.97,0.0
C6orf62,0.0,6.58,-9.57,2.83,0.17
C6orf7,0.0,11.13,-14.85,3.71,0.0
C6orf70,-0.07,11.95,-16.42,3.86,0.69
C6orf72,-0.42,12.28,-14.64,2.78,0.0
C6orf89,0.0,8.36,-11.22,2.9,-0.05
C6orf97,-0.25,11.61,-13.97,2.61,0.0
C6orf99,-0.42,12.28,-14.81,2.95,0.0
C7,-0.2,1.02,-7.27,6.63,-0.2
C7orf10,0.0,0.94,-56.71,54.62,1.16
C7orf11,0.0,0.77,-56.03,54.28,0.98
C7orf13,-0.03,1.24,-50.27,49.42,-0.37
C7orf23,0.0,0.44,-54.76,52.79,1.52
C7orf25,0.0,0.94,-56.31,55.48,-0.09
C7orf26,-0.39,-0.09,-56.05,56.77,-0.25
C7orf29,0.0,0.74,-49.16,48.78,-0.37
C7orf30,0.0,0.74,-56.51,55.14,0.64
C7orf31,0.0,0.38,-57.06,56.41,0.27
C7orf33,0.0,0.72,-49.16,48.47,-0.02
C7orf34,-0.03,0.22,-48.1,48.05,-0.14
C7orf41,0.0,0.42,-57.62,56.58,0.61
C7orf42,-0.2,-0.12,-57.77,56.22,1.86
C7orf43,0.0,0.44,-50.5,49.46,0.59
C7orf44,0.0,0.77,-55.97,55.31,-0.09
C7orf45,0.0,-0.09,-47.87,48.05,-0.09
C7orf46,0.0,0.55,-56.69,55.87,0.27
C7orf49,0.0,0.08,-48.5,48.78,-0.37
C7orf50,-0.81,-0.72,-56.08,56.63,0.98
C7orf53,0.0,0.47,-48.64,47.95,0.22
C7orf55,0.0,0.08,-47.4,48.03,-0.71
C7orf57,0.0,1.28,-56.39,53.98,1.13
C7orf58,0.0,-0.12,-47.64,47.75,0.0
C7orf59,0.0,0.44,-50.5,49.46,0.59
C7orf60,0.0,0.47,-48.47,47.78,0.22
C7orf61,0.0,0.61,-50.31,49.46,0.22
C7orf62,0.0,0.25,-54.37,52.26,1.86
C7orf63,0.0,0.25,-54.55,52.43,1.86
C7orf65,0.0,1.28,-56.56,54.32,0.96
C7orf66,0.0,0.64,-49.01,48.67,-0.29
C7orf69,0.0,1.28,-56.22,53.98,0.96
C7orf70,-0.39,-0.09,-56.44,57.19,-0.26
C7orf71,0.0,0.22,-57.25,56.21,0.81
C7orf72,0.0,0.2,-55.66,54.35,1.11
C7orf73,0.0,0.08,-47.96,48.42,-0.54
C8A,0.0,-32.06,21.05,11.01,0.0
C8B,0.0,-32.06,21.05,11.01,0.0
C8G,0.17,2.93,-11.13,8.13,-0.09
C8ORFK29,-1.57,5.88,3.03,-4.64,-2.71
C8orf12,0.17,7.23,-8.88,1.3,0.17
C8orf22,0.17,6.27,-5.86,-0.58,0.0
C8orf31,-0.78,5.04,3.48,-5.06,-2.69
C8orf33,-1.57,5.88,3.03,-4.64,-2.71
C8orf34,0.17,6.54,-5.69,-0.83,-0.2
C8orf37,0.17,6.1,-0.57,-4.9,-0.78
C8orf38,0.0,5.93,-0.4,-4.9,-0.61
C8orf39,0.0,5.75,-0.62,-4.67,-0.46
C8orf4,0.0,6.93,-6.44,-0.29,-0.2
C8orf40,0.0,7.3,-6.59,-0.32,-0.39
C8orf42,-0.03,7.48,-8.81,1.23,0.13
C8orf44,0.0,6.22,-5.93,-0.09,-0.2
C8orf44-SGK3,0.0,6.22,-5.93,-0.09,-0.2
C8orf45,0.0,6.22,-5.76,-0.27,-0.2
C8orf46,0.0,6.22,-5.93,-0.09,-0.2
C8orf47,0.0,5.63,0.5,-5.15,-0.98
C8orf48,-0.2,7.2,-7.07,-0.12,0.17
C8orf51,-0.98,5.02,3.5,-4.67,-2.88
C8orf55,-0.78,5.6,2.91,-5.4,-2.35
C8orf56,0.0,5.8,1.48,-5.52,-1.76
C8orf58,-0.2,8.34,-8.72,0.42,0.17
C8orf59,0.0,5.38,-3.65,-1.7,-0.03
C8orf69,0.17,6.1,-0.57,-4.9,-0.78
C8orf71,0.0,6.24,-5.46,-0.78,0.0
C8orf73,-1.37,5.37,3.19,-4.47,-2.71
C8orf74,0.0,7.23,-8.53,0.96,0.34
C8orf75,0.17,8.38,-8.27,-0.1,-0.2
C8orf76,0.0,5.77,2.63,-4.98,-3.42
C8orf77,-1.57,5.88,3.03,-4.64,-2.71
C8orf80,0.17,8.01,-7.89,-0.1,-0.2
C8orf82,-1.57,5.88,3.03,-4.64,-2.71
C8orf83,0.0,5.58,-0.82,-4.67,-0.09
C8orf84,0.0,5.68,-4.59,-1.07,-0.03
C8orf85,0.0,6.29,2.58,-5.28,-3.59
